圖紙號碼,圖紙名稱,詳圖編號,詳圖名稱,類型名稱,信心,需複核,PDF頁碼,來源
ARB-D09029,FRP水箱詳圖(二),1,基礎座剖面圖(屬建築工程),ARB-D09029-FRP水箱詳圖(二)-基礎座剖面圖(屬建築工程),medium,否,35,ocr_v2_preview
ARB-D09029,FRP水箱詳圖(二),2,基礎精度圖,ARB-D09029-FRP水箱詳圖(二)-基礎精度圖,low,是,35,ocr_v2_preview
ARB-D09029,FRP水箱詳圖(二),3-4,RC基座圖,ARB-D09029-FRP水箱詳圖(二)-RC基座圖,medium,否,35,ocr_v2_preview
ARB-D09030,防水閘門詳圖,7,拖架詳圖,ARB-D09030-防水閘門詳圖-拖架詳圖,existing,否,36,ocr_v2_preview
ARB-D09031,防水閘板詳圖,1,防水閘門立面示意圖-單片式,ARB-D09031-防水閘板詳圖-防水閘門立面示意圖-單片式,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,2,詳圖H地面固定法大樣),ARB-D09031-防水閘板詳圖-詳圖H地面固定法大樣),medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,3,A-A剖面示意圖,ARB-D09031-防水閘板詳圖-A-A剖面示意圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,4,RC地坪面鑽孔安裝示意圖4,ARB-D09031-防水閘板詳圖-RC地坪面鑽孔安裝示意圖4,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,5,門板詳圖,ARB-D09031-防水閘板詳圖-門板詳圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,6,防水閘門立面示意圖-多片式2,ARB-D09031-防水閘板詳圖-防水閘門立面示意圖-多片式2,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,"7-8,13",邊框大樣之詳圖A,ARB-D09031-防水閘板詳圖-邊框大樣之詳圖A,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,9,邊框大樣圖之詳圖A,ARB-D09031-防水閘板詳圖-邊框大樣圖之詳圖A,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,"10-11,20,23",未使用中示意圖,ARB-D09031-防水閘板詳圖-未使用中示意圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,"12,25",牆面崁板安裝立面圖,ARB-D09031-防水閘板詳圖-牆面崁板安裝立面圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,14,石材面崁板安裝立面圖,ARB-D09031-防水閘板詳圖-石材面崁板安裝立面圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,"15,24",牆面安裝示意圖,ARB-D09031-防水閘板詳圖-牆面安裝示意圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,16,石材面崁板安裝示意圖,ARB-D09031-防水閘板詳圖-石材面崁板安裝示意圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,17,底框詳圖,ARB-D09031-防水閘板詳圖-底框詳圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,18,置板架立面圖10,ARB-D09031-防水閘板詳圖-置板架立面圖10,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,19,邊框樣之c詳圖,ARB-D09031-防水閘板詳圖-邊框樣之c詳圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,21,側面詳圖,ARB-D09031-防水閘板詳圖-側面詳圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,22,立面詳圖,ARB-D09031-防水閘板詳圖-立面詳圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,26,邊框大樣之c詳圖,ARB-D09031-防水閘板詳圖-邊框大樣之c詳圖,medium,否,37,ocr_v2_preview
ARB-D09031,防水閘板詳圖,27,使用中示意圖,ARB-D09031-防水閘板詳圖-使用中示意圖,medium,否,37,ocr_v2_preview
ARB-D09032,防煙捲簾及捲門詳圖,1,防煙捲幕(簾)立面詳圖,ARB-D09032-防煙捲簾及捲門詳圖-防煙捲幕(簾)立面詳圖,existing,否,38,ocr_v2_preview
ARB-D09032,防煙捲簾及捲門詳圖,2,防煙捲幕(簾)平面詳圖,ARB-D09032-防煙捲簾及捲門詳圖-防煙捲幕(簾)平面詳圖,existing,否,38,ocr_v2_preview
ARB-D09032,防煙捲簾及捲門詳圖,3,"12呠圖為示意圖,依現場實際狀況為主。","ARB-D09032-防煙捲簾及捲門詳圖-12呠圖為示意圖,依現場實際狀況為主。",medium,否,38,ocr_v2_preview
ARB-D09032,防煙捲簾及捲門詳圖,4,不鏽鋼鐵捲門剖面圖,ARB-D09032-防煙捲簾及捲門詳圖-不鏽鋼鐵捲門剖面圖,existing,否,38,ocr_v2_preview
ARB-D09032,防煙捲簾及捲門詳圖,5,不鏽鋼鐵捲門與隔間詳圖,ARB-D09032-防煙捲簾及捲門詳圖-不鏽鋼鐵捲門與隔間詳圖,existing,否,38,ocr_v2_preview
ARB-D09032,防煙捲簾及捲門詳圖,6,不鏽鋼鐵捲門機電系統操作圖,ARB-D09032-防煙捲簾及捲門詳圖-不鏽鋼鐵捲門機電系統操作圖,existing,否,38,ocr_v2_preview
ARB-D09032,防煙捲簾及捲門詳圖,7,不鏽鋼捲門立面圖,ARB-D09032-防煙捲簾及捲門詳圖-不鏽鋼捲門立面圖,medium,否,38,ocr_v2_preview
ARB-D09032,防煙捲簾及捲門詳圖,8,自動防火連動裝置系統圖,ARB-D09032-防煙捲簾及捲門詳圖-自動防火連動裝置系統圖,low,是,38,ocr_v2_preview
